id,self_service,date_time,manager,company,station_category,station_name,latitude,longitude,price
27,1,2022-01-04 09:29:58,manager_12,Retitalia,on urban street,station_15,22.51645438347051,20.225574040866036,1.799
28,1,2022-01-04 09:36:11,manager_13,Q8,on urban street,station_16,22.449695518091808,20.252896904945374,1.799
29,1,2022-01-04 09:48:19,manager_14,KEROPETROL,on urban street,station_17,22.483443000123003,20.159907000123,1.769
30,0,2022-01-04 09:48:19,manager_14,KEROPETROL,on urban street,station_17,22.483443000123003,20.159907000123,1.769
31,1,2022-01-04 09:58:22,manager_15,Agip Eni,on urban street,station_18,22.480722585938246,20.143325932339053,1.809
32,0,2022-01-04 09:58:22,manager_15,Agip Eni,on urban street,station_18,22.480722585938246,20.143325932339053,2.029
33,1,2022-01-04 10:32:24,manager_16,Esso,on urban street,station_19,22.43611954106764,20.233007924536878,1.779
34,0,2022-01-04 10:32:24,manager_16,Esso,on urban street,station_19,22.43611954106764,20.233007924536878,1.979
35,1,2022-01-04 10:32:25,manager_17,Agip Eni,on urban street,station_20,22.500703552793453,20.22880426560664,2.214
36,1,2022-01-04 10:32:25,manager_17,Agip Eni,on urban street,station_20,22.500703552793453,20.22880426560664,1.809
37,1,2022-01-04 10:32:44,manager_18,Esso,on urban street,station_21,22.44377193398634,20.168712644110883,1.799
38,0,2022-01-04 10:32:44,manager_18,Esso,on urban street,station_21,22.44377193398634,20.168712644110883,1.999
39,1,2022-01-04 11:56:05,manager_19,Agip Eni,on urban street,station_22,22.488093036353447,20.19648066163063,1.809
40,1,2022-01-04 12:59:15,manager_20,Agip Eni,on urban street,station_23,22.467438061128988,20.225519648853272,1.839
41,1,2022-01-04 13:25:03,manager_21,Q8,on urban street,station_24,22.510991088143847,20.254012181614712,1.857
42,1,2022-01-04 13:25:03,manager_22,Q8,on urban street,station_25,22.506649167810565,20.2532978951931,1.857
43,0,2022-01-04 13:31:47,manager_23,Api-Ip,on urban street,station_26,22.51816621244278,20.226599896958987,1.954
44,1,2022-01-04 13:31:47,manager_23,Api-Ip,on urban street,station_26,22.51816621244278,20.226599896958987,1.819
45,1,2022-01-04 13:37:51,manager_22,Q8,on urban street,station_27,22.483753319042613,20.142816093254055,1.829
46,1,2022-01-04 13:42:10,manager_24,Tamoil,on urban street,station_28,22.460253897512132,20.09597810694345,1.699
47,1,2022-01-04 13:42:22,manager_24,Tamoil,on urban street,station_29,22.49462245388579,20.124250047885198,1.709
48,0,2022-01-04 13:53:19,manager_25,KEROPETROL,on urban street,station_30,22.503811886431528,20.164146879832856,1.799
49,1,2022-01-04 13:53:19,manager_25,KEROPETROL,on urban street,station_30,22.503811886431528,20.164146879832856,1.799
50,1,2022-01-04 14:30:38,manager_24,Tamoil,on urban street,station_31,22.49045274724031,20.206961362032757,1.719
51,1,2022-01-04 14:32:19,manager_24,Tamoil,on urban street,station_32,22.511905895448677,20.12802465260029,1.729
52,1,2022-01-04 14:32:28,manager_24,Tamoil,on urban street,station_33,22.52284512806989,20.15915450148009,1.719
53,1,2022-01-04 14:34:02,manager_26,Esso,on urban street,station_34,22.503031593640927,20.13876233862311,1.799
54,0,2022-01-04 14:34:02,manager_26,Esso,on urban street,station_34,22.503031593640927,20.13876233862311,1.999
55,1,2022-01-04 14:35:29,manager_27,Agip Eni,on urban street,station_35,22.480331119218803,20.165475233060988,1.999
56,0,2022-01-04 14:35:29,manager_27,Agip Eni,on urban street,station_35,22.480331119218803,20.165475233060988,1.999
57,1,2022-01-04 14:38:18,manager_24,Tamoil,on urban street,station_36,22.49523063971136,20.147980285700825,1.649
58,1,2022-01-04 14:40:31,manager_24,Tamoil,on urban street,station_37,22.473515593223738,20.228963976306773,1.719
59,0,2022-01-04 14:45:41,manager_28,Api-Ip,on urban street,station_38,22.47776119994178,20.160866510859023,1.874
60,0,2022-01-04 14:45:41,manager_29,Agip Eni,on urban street,station_39,22.486227330226114,20.229542474868822,2.029
61,1,2022-01-04 14:45:41,manager_29,Agip Eni,on urban street,station_39,22.486227330226114,20.229542474868822,1.809
62,1,2022-01-04 14:45:41,manager_28,Api-Ip,on urban street,station_38,22.47776119994178,20.160866510859023,1.874
63,1,2022-01-04 14:46:21,manager_28,Api-Ip,on urban street,station_38,22.46578161023504,20.16580569675807,1.934
64,0,2022-01-04 14:46:21,manager_28,Api-Ip,on urban street,station_38,22.46578161023504,20.16580569675807,1.934
65,0,2022-01-04 14:53:18,manager_30,KEROPETROL,on urban street,station_40,22.466863480221598,20.16615269328645,2.047
66,1,2022-01-04 14:53:18,manager_30,KEROPETROL,on urban street,station_40,22.466863480221598,20.16615269328645,2.047
67,1,2022-01-04 14:53:25,manager_30,KEROPETROL,on urban street,station_41,22.47505583019035,20.18815113621099,1.934
68,0,2022-01-04 14:53:25,manager_30,KEROPETROL,on urban street,station_41,22.47505583019035,20.18815113621099,1.934
69,0,2022-01-04 15:19:26,manager_5,Esso,on urban street,station_42,22.530491929718217,20.16411519050598,1.982
70,1,2022-01-04 15:19:26,manager_5,Esso,on urban street,station_42,22.530491929718217,20.16411519050598,1.782
71,1,2022-01-04 15:25:32,manager_31,Api-Ip,on urban street,station_43,22.485453040432787,20.130037800853707,1.759
72,0,2022-01-04 15:25:32,manager_31,Api-Ip,on urban street,station_43,22.485453040432787,20.130037800853707,1.939
73,0,2022-01-04 15:26:58,manager_32,KEROPETROL,on urban street,station_44,22.48972019590044,20.169503304299155,1.924
74,1,2022-01-04 15:26:58,manager_32,KEROPETROL,on urban street,station_44,22.48972019590044,20.169503304299155,1.924
75,1,2022-01-04 15:27:20,manager_33,Agip Eni,on urban street,station_45,22.438953580511587,20.12618398666382,1.839
76,0,2022-01-04 15:27:20,manager_33,Agip Eni,on urban street,station_45,22.438953580511587,20.12618398666382,2.058
77,1,2022-01-04 15:28:10,manager_34,OIL ONE,on urban street,station_46,22.42051371749519,20.202549875763907,1.739
78,0,2022-01-04 15:28:10,manager_34,OIL ONE,on urban street,station_46,22.42051371749519,20.202549875763907,1.739
79,1,2022-01-04 15:43:04,manager_35,Esso,on urban street,station_47,22.460115237367255,20.112786317790977,1.784
80,0,2022-01-04 15:43:04,manager_35,Esso,on urban street,station_47,22.460115237367255,20.112786317790977,1.964
81,1,2022-01-04 15:43:44,manager_35,Retitalia,on urban street,station_48,22.5198193255777,20.17030170559883,1.769
82,1,2022-01-04 15:44:14,manager_35,Agip Eni,on urban street,station_49,22.511988580308376,20.13694977760315,1.804
83,1,2022-01-04 15:52:32,manager_5,Esso,on urban street,station_5,22.35661496909872,20.233112335205078,1.749
84,1,2022-01-04 16:02:18,manager_36,Api-Ip,on urban street,station_50,22.460543269966017,20.13420804662701,1.799
85,1,2022-01-04 16:02:21,manager_36,Api-Ip,on urban street,station_51,22.436733877746,20.164610728836124,1.819
86,1,2022-01-04 16:02:25,manager_36,Api-Ip,on urban street,station_52,22.465493608063404,20.23532354584347,1.814
87,1,2022-01-04 16:02:27,manager_36,Api-Ip,on urban street,station_53,22.504622557974074,20.23822950429917,1.779
88,0,2022-01-04 16:02:45,manager_5,Q8,on urban street,station_54,22.45678067793206,20.07222270965576,2.014
89,1,2022-01-04 16:02:45,manager_5,Q8,on urban street,station_54,22.45678067793206,20.07222270965576,1.799
90,1,2022-01-04 16:04:14,manager_36,Api-Ip,on urban street,station_55,22.44043293453808,20.172881224536923,1.789
91,1,2022-01-04 16:04:33,manager_36,Api-Ip,on urban street,station_56,22.43269030000002,20.17361414047548,1.829
92,1,2022-01-04 16:05:03,manager_36,Api-Ip,on urban street,station_57,22.476147338144948,20.11177510185246,1.819
93,1,2022-01-04 16:05:11,manager_36,Api-Ip,on urban street,station_58,22.49567328894979,20.195260256528854,1.809
94,1,2022-01-04 16:05:12,manager_36,Api-Ip,on urban street,station_59,22.482792928406525,20.147986993193626,1.759
95,1,2022-01-04 16:05:20,manager_36,Api-Ip,on urban street,station_60,22.450219195039537,20.096267685319503,1.799
96,1,2022-01-04 16:06:25,manager_36,Api-Ip,on urban street,station_61,22.48597388961089,20.080338598811295,1.819
97,1,2022-01-04 16:07:20,manager_36,Api-Ip,on urban street,station_62,22.514614288406307,20.137596786022186,1.829
98,1,2022-01-04 16:07:51,manager_36,Api-Ip,on urban street,station_63,22.497327778686312,20.179879799485207,1.809
99,1,2022-01-04 16:07:52,manager_36,Api-Ip,on urban street,station_64,22.5144954436484,20.2249469631347,1.799
100,1,2022-01-04 16:10:11,manager_37,Tamoil,on urban street,station_65,22.525911187396126,20.19340819120407,1.679
101,1,2022-01-04 16:35:48,manager_21,Q8,on urban street,station_66,22.445127763663763,20.119872403704903,1.829
102,1,2022-01-04 16:35:48,manager_22,Q8,on urban street,station_67,22.44451291033063,20.11799119510647,1.839
103,1,2022-01-04 17:03:04,manager_38,Agip Eni,on urban street,station_68,22.497755687186753,20.166947013570656,1.809
104,0,2022-01-04 17:03:04,manager_38,Agip Eni,on urban street,station_68,22.497755687186753,20.166947013570656,2.029
105,1,2022-01-04 17:08:10,manager_22,Q8,on urban street,station_69,22.426228542626262,20.25060953928687,1.819
106,0,2022-01-04 17:08:10,manager_39,Tamoil,on urban street,station_70,22.464231295253043,20.141955872422045,1.759
107,1,2022-01-04 17:10:07,manager_40,Tamoil,on urban street,station_71,22.500427559988722,20.235876947641373,1.739
108,0,2022-01-04 17:22:04,manager_24,Tamoil,on urban street,station_72,22.47316727709888,20.199446514248848,1.779
109,1,2022-01-04 17:22:04,manager_24,Tamoil,on urban street,station_72,22.47316727709888,20.199446514248848,1.779
110,0,2022-01-04 17:25:33,manager_41,Costantin,on urban street,station_73,22.522697716219362,20.174699949737487,1.745
111,1,2022-01-04 17:25:33,manager_41,Costantin,on urban street,station_73,22.522697716219362,20.174699949737487,1.745
112,1,2022-01-04 17:28:07,manager_42,Tamoil,on urban street,station_74,22.435904471365184,20.231637716293335,1.709
113,0,2022-01-04 17:28:07,manager_42,Tamoil,on urban street,station_74,22.435904471365184,20.231637716293335,1.709
114,0,2022-01-04 17:44:41,manager_43,Agip Eni,on urban street,station_75,22.451506653834336,20.21776351719666,2.029
115,1,2022-01-04 17:44:41,manager_43,Agip Eni,on urban street,station_75,22.451506653834336,20.21776351719666,1.809
116,0,2022-01-04 17:48:49,manager_44,Agip Eni,on urban street,station_76,22.456990420880132,20.17105508685529,2.009
117,1,2022-01-04 17:48:49,manager_44,Agip Eni,on urban street,station_76,22.456990420880132,20.17105508685529,1.789
118,0,2022-01-04 17:54:02,manager_24,Tamoil,on urban street,station_77,22.461189653928074,20.163037999717517,1.709
119,1,2022-01-04 17:54:02,manager_24,Tamoil,on urban street,station_77,22.461189653928074,20.163037999717517,1.709
120,1,2022-01-04 17:56:44,manager_45,KEROPETROL,on urban street,station_78,22.39868276090064,20.209726750850677,1.739
121,0,2022-01-04 17:56:44,manager_45,KEROPETROL,on urban street,station_78,22.39868276090064,20.209726750850677,1.739
122,1,2022-01-04 18:12:05,manager_24,Tamoil,on urban street,station_79,22.463851217787678,20.15709148214957,1.699
123,0,2022-01-04 18:12:05,manager_24,Tamoil,on urban street,station_79,22.463851217787678,20.15709148214957,1.699
124,0,2022-01-04 18:17:25,manager_7,Esso,on urban street,station_7,22.491358483024953,20.22563358862361,1.979
125,1,2022-01-04 18:17:25,manager_7,Esso,on urban street,station_7,22.491358483024953,20.22563358862361,1.789
126,1,2022-01-04 18:24:08,manager_46,Esso,on urban street,station_80,22.48689314044276,20.198719008598346,1.836
127,0,2022-01-04 18:24:08,manager_46,Esso,on urban street,station_80,22.48689314044276,20.198719008598346,2.046
128,0,2022-01-04 18:26:07,manager_24,Tamoil,on urban street,station_81,22.477958277268883,20.223964594897588,1.779
129,1,2022-01-04 18:26:07,manager_24,Tamoil,on urban street,station_81,22.477958277268883,20.223964594897588,1.779
130,1,2022-01-04 18:27:35,manager_47,Agip Eni,on urban street,station_82,22.435862085877773,20.201027005910873,1.809
131,0,2022-01-04 18:27:35,manager_47,Agip Eni,on urban street,station_82,22.435862085877773,20.201027005910873,2.029
132,1,2022-01-04 18:40:08,manager_24,Tamoil,on urban street,station_83,22.488996887845417,20.210427477955818,1.779
133,0,2022-01-04 18:40:08,manager_24,Tamoil,on urban street,station_83,22.488996887845417,20.210427477955818,1.779
134,1,2022-01-04 19:04:20,manager_48,Agip Eni,on urban street,station_84,22.520849000123,20.227576000123,1.809
135,0,2022-01-04 19:04:20,manager_48,Agip Eni,on urban street,station_84,22.520849000123,20.227576000123,2.029
136,1,2022-01-04 22:48:07,manager_5,Esso,on urban street,station_85,22.43373600749846,20.261876344680786,1.832
137,1,2022-01-05 00:02:34,manager_49,Vega,on urban street,station_86,22.409047475067233,20.17501963675022,1.779
138,0,2022-01-05 00:08:18,manager_34,OIL ONE,on urban street,station_87,22.429668529372726,20.195525058283806,1.739
139,1,2022-01-05 00:08:18,manager_34,OIL ONE,on urban street,station_87,22.429668529372726,20.195525058283806,1.739
140,0,2022-01-05 00:10:10,manager_34,OIL ONE,on urban street,station_46,22.42051371749519,20.202549875763907,1.739
141,1,2022-01-05 00:10:10,manager_34,OIL ONE,on urban street,station_46,22.42051371749519,20.202549875763907,1.739
142,1,2022-01-05 00:10:11,manager_24,Tamoil,on urban street,station_88,22.48929604349778,20.223775554850135,1.779
143,1,2022-01-05 00:12:02,manager_50,Agip Eni,on urban street,station_15,22.49547479460076,20.19585517956739,1.809
144,1,2022-01-05 00:12:05,manager_50,Agip Eni,on urban street,station_89,22.426572655581325,20.20276775956154,1.809
145,0,2022-01-05 00:12:06,manager_51,Tamoil,on highway,station_90,22.446022,20.07492374,2.039
146,1,2022-01-05 00:12:06,manager_51,Tamoil,on highway,station_90,22.446022,20.07492374,1.844
147,1,2022-01-05 00:12:10,manager_50,Agip Eni,on urban street,station_91,22.46010315272357,20.09908898220897,1.809
148,0,2022-01-05 00:14:02,manager_52,Agip Eni,on urban street,station_92,22.443521330949523,20.17231484047545,2.009
149,1,2022-01-05 00:14:02,manager_52,Agip Eni,on urban street,station_92,22.443521330949523,20.17231484047545,1.789
150,0,2022-01-05 00:14:07,manager_50,Agip Eni,on urban street,station_93,22.44527996387759,20.120575503794953,2.004
151,1,2022-01-05 00:14:07,manager_50,Agip Eni,on urban street,station_93,22.44527996387759,20.120575503794953,1.789
152,1,2022-01-05 01:43:59,manager_26,Esso,on urban street,station_34,22.503031593640927,20.13876233862311,1.889
153,0,2022-01-05 01:43:59,manager_26,Esso,on urban street,station_34,22.503031593640927,20.13876233862311,2.089
154,1,2022-01-05 07:07:30,manager_10,Api-Ip,on urban street,station_10,22.447655452878045,20.183397099868724,1.824
155,0,2022-01-05 07:07:30,manager_10,Api-Ip,on urban street,station_10,22.447655452878045,20.183397099868724,1.824
156,1,2022-01-05 07:19:17,manager_6,Q8,on urban street,station_6,22.46991993269708,20.124655993219335,1.829
157,0,2022-01-05 07:19:17,manager_6,Q8,on urban street,station_6,22.46991993269708,20.124655993219335,1.829
158,1,2022-01-05 10:18:08,manager_24,Tamoil,on urban street,station_29,22.49462245388579,20.124250047885198,1.809
159,1,2022-01-05 10:18:09,manager_24,Tamoil,on urban street,station_33,22.52284512806989,20.15915450148009,1.819
160,1,2022-01-05 10:20:19,manager_24,Tamoil,on urban street,station_36,22.49523063971136,20.147980285700825,1.859
161,1,2022-01-05 10:20:20,manager_24,Tamoil,on urban street,station_37,22.473515593223738,20.228963976306773,1.779
162,1,2022-01-05 10:22:10,manager_24,Tamoil,on urban street,station_32,22.511905895448677,20.12802465260029,1.849
163,1,2022-01-05 10:22:12,manager_24,Tamoil,on urban street,station_28,22.460253897512132,20.09597810694345,1.799
164,1,2022-01-05 10:22:13,manager_24,Tamoil,on urban street,station_31,22.49045274724031,20.206961362032757,1.779
165,1,2022-01-05 12:01:18,manager_36,Api-Ip,on urban street,station_50,22.460543269966017,20.13420804662701,1.779
166,1,2022-01-05 12:01:19,manager_36,Api-Ip,on urban street,station_51,22.436733877746,20.164610728836124,1.779
167,1,2022-01-05 12:01:23,manager_36,Api-Ip,on urban street,station_52,22.465493608063404,20.23532354584347,1.779
168,1,2022-01-05 12:01:25,manager_36,Api-Ip,on urban street,station_53,22.504622557974074,20.23822950429917,1.759
169,1,2022-01-05 12:02:56,manager_36,Api-Ip,on urban street,station_55,22.44043293453808,20.172881224536923,1.799
170,1,2022-01-05 12:03:11,manager_36,Api-Ip,on urban street,station_56,22.43269030000002,20.17361414047548,1.779
171,1,2022-01-05 12:03:31,manager_36,Api-Ip,on urban street,station_57,22.476147338144948,20.11177510185246,1.829
172,1,2022-01-05 12:03:36,manager_36,Api-Ip,on urban street,station_58,22.49567328894979,20.195260256528854,1.829
173,1,2022-01-05 12:03:40,manager_36,Api-Ip,on urban street,station_59,22.482792928406525,20.147986993193626,1.799
174,1,2022-01-05 12:03:46,manager_36,Api-Ip,on urban street,station_60,22.450219195039537,20.096267685319503,1.789
175,1,2022-01-05 12:04:22,manager_36,Api-Ip,on urban street,station_61,22.48597388961089,20.080338598811295,1.829
176,1,2022-01-05 12:05:02,manager_36,Api-Ip,on urban street,station_62,22.514614288406307,20.137596786022186,1.804
177,1,2022-01-05 12:05:24,manager_36,Api-Ip,on urban street,station_63,22.497327778686312,20.179879799485207,1.799
178,1,2022-01-05 12:05:25,manager_36,Api-Ip,on urban street,station_64,22.5144954436484,20.2249469631347,1.779
179,1,2022-01-05 12:12:06,manager_24,Tamoil,on urban street,station_83,22.488996887845417,20.210427477955818,1.939
180,0,2022-01-05 12:12:06,manager_24,Tamoil,on urban street,station_83,22.488996887845417,20.210427477955818,1.939
181,1,2022-01-05 12:28:09,manager_24,Tamoil,on urban street,station_77,22.461189653928074,20.163037999717517,1.829
182,0,2022-01-05 12:28:09,manager_24,Tamoil,on urban street,station_77,22.461189653928074,20.163037999717517,1.829
183,0,2022-01-05 12:32:01,manager_24,Tamoil,on urban street,station_72,22.47316727709888,20.199446514248848,1.939
184,1,2022-01-05 12:32:01,manager_24,Tamoil,on urban street,station_72,22.47316727709888,20.199446514248848,1.939
185,1,2022-01-05 12:40:05,manager_24,Tamoil,on urban street,station_79,22.463851217787678,20.15709148214957,1.819
186,0,2022-01-05 12:40:05,manager_24,Tamoil,on urban street,station_79,22.463851217787678,20.15709148214957,1.819
187,1,2022-01-05 14:49:09,manager_28,Api-Ip,on urban street,station_38,22.46578161023504,20.16580569675807,1.984
188,0,2022-01-05 14:49:09,manager_28,Api-Ip,on urban street,station_38,22.46578161023504,20.16580569675807,1.984
189,1,2022-01-05 14:49:40,manager_28,Api-Ip,on urban street,station_38,22.47776119994178,20.160866510859023,1.924
190,0,2022-01-05 14:49:40,manager_28,Api-Ip,on urban street,station_38,22.47776119994178,20.160866510859023,1.924
191,1,2022-01-05 15:10:10,manager_37,Tamoil,on urban street,station_65,22.525911187396126,20.19340819120407,1.779
192,0,2022-01-05 15:20:04,manager_39,Tamoil,on urban street,station_70,22.464231295253043,20.141955872422045,1.808
193,1,2022-01-05 17:20:07,manager_40,Tamoil,on urban street,station_71,22.500427559988722,20.235876947641373,1.789
194,0,2022-01-05 18:32:04,manager_24,Tamoil,on urban street,station_81,22.477958277268883,20.223964594897588,1.939
195,1,2022-01-05 18:32:04,manager_24,Tamoil,on urban street,station_81,22.477958277268883,20.223964594897588,1.939
196,1,2022-01-06 00:07:59,manager_49,Vega,on urban street,station_86,22.409047475067233,20.17501963675022,1.909
197,1,2022-01-06 00:14:10,manager_24,Tamoil,on urban street,station_88,22.48929604349778,20.223775554850135,1.909
198,1,2022-01-06 00:16:11,manager_50,Agip Eni,on urban street,station_89,22.426572655581325,20.20276775956154,1.959
199,1,2022-01-06 00:16:16,manager_50,Agip Eni,on urban street,station_91,22.46010315272357,20.09908898220897,1.959
200,1,2022-01-06 00:16:21,manager_51,Tamoil,on highway,station_90,22.446022,20.07492374,1.959
201,0,2022-01-06 00:16:21,manager_51,Tamoil,on highway,station_90,22.446022,20.07492374,2.149
202,0,2022-01-06 00:20:10,manager_50,Agip Eni,on urban street,station_93,22.44527996387759,20.120575503794953,1.939
203,1,2022-01-06 00:20:10,manager_50,Agip Eni,on urban street,station_93,22.44527996387759,20.120575503794953,1.939
204,1,2022-01-06 01:39:25,manager_21,Q8,on urban street,station_94,22.433941401332632,20.19196700740963,1.929
205,1,2022-01-06 01:39:37,manager_22,Q8,on urban street,station_95,22.457449002077297,20.094877768122842,1.979
206,1,2022-01-06 01:39:51,manager_21,Q8,on urban street,station_66,22.445127763663763,20.119872403704903,1.949
207,1,2022-01-06 01:39:53,manager_21,Q8,on urban street,station_96,22.45898088643508,20.10062638717193,1.979
208,1,2022-01-06 01:39:55,manager_22,Q8,on urban street,station_97,22.39810060124752,20.210631751589972,1.929
209,1,2022-01-06 01:39:55,manager_22,Q8,on urban street,station_98,22.443514800771887,20.174114105557237,1.959
210,1,2022-01-06 01:39:56,manager_22,Q8,on urban street,station_25,22.506649167810565,20.2532978951931,1.949
211,1,2022-01-06 01:40:03,manager_22,Q8,on urban street,station_99,22.471825595954208,20.11729386686477,1.939
212,1,2022-01-06 01:40:10,manager_22,Q8,on urban street,station_100,22.50515304444358,20.10516619682312,1.949
213,1,2022-01-06 01:40:11,manager_22,Q8,on urban street,station_27,22.483753319042613,20.142816093254055,1.999
214,1,2022-01-06 01:40:14,manager_22,Q8,on urban street,station_101,22.495253819959927,20.113351720237688,1.949
215,1,2022-01-06 01:40:15,manager_22,Q8,on urban street,station_102,22.445631990602784,20.161465889549277,1.959
216,1,2022-01-06 01:40:19,manager_22,Q8,on urban street,station_103,22.501951819680393,20.143400355225367,1.979
217,1,2022-01-06 01:40:29,manager_22,Q8,on urban street,station_104,22.46037001431894,20.109656087766325,1.979
218,1,2022-01-06 01:40:35,manager_21,Q8,on urban street,station_24,22.510991088143847,20.254012181614712,1.949
219,1,2022-01-06 01:40:38,manager_22,Q8,on urban street,station_69,22.426228542626262,20.25060953928687,1.997
220,1,2022-01-06 06:50:03,manager_53,Agip Eni,on urban street,station_105,22.45131231049126,20.24120231203174,1.919
221,0,2022-01-06 06:50:03,manager_53,Agip Eni,on urban street,station_105,22.45131231049126,20.24120231203174,2.139
222,1,2022-01-06 07:08:02,manager_53,Agip Eni,on urban street,station_106,22.452482191862323,20.248252660036087,1.939
223,0,2022-01-06 07:08:02,manager_53,Agip Eni,on urban street,station_106,22.452482191862323,20.248252660036087,2.159
224,1,2022-01-06 07:09:03,manager_22,Q8,on urban street,station_107,22.512615521526847,20.136708201223428,1.999
225,1,2022-01-06 07:09:05,manager_22,Q8,on urban street,station_108,22.43946312005717,20.15255239444275,1.949
226,1,2022-01-06 07:09:07,manager_22,Q8,on urban street,station_109,22.445881182089963,20.159797725200633,1.969
227,1,2022-01-06 07:09:07,manager_22,Q8,on urban street,station_110,22.49667931894757,20.191433527612617,1.979
228,1,2022-01-06 07:09:07,manager_22,Q8,on urban street,station_111,22.47161880932868,20.12161381845476,1.949
229,1,2022-01-06 07:09:07,manager_22,Q8,on urban street,station_112,22.512331570288772,20.174989271163895,1.999
230,1,2022-01-06 07:09:08,manager_22,Q8,on urban street,station_67,22.44451291033063,20.11799119510647,1.979
231,1,2022-01-06 07:09:08,manager_22,Q8,on urban street,station_113,22.456009973526257,20.226450961971295,1.999
232,1,2022-01-06 07:09:08,manager_22,Q8,on urban street,station_114,22.459256888823695,20.15067099577027,1.969
233,1,2022-01-06 07:09:08,manager_22,Q8,on urban street,station_115,22.44220035218852,20.148052036762238,1.949
234,1,2022-01-06 07:09:08,manager_22,Q8,on urban street,station_116,22.460697827528428,20.148964373016383,1.969
235,1,2022-01-06 07:09:08,manager_22,Q8,on urban street,station_117,22.469971358604496,20.14444483420118,1.999
236,1,2022-01-06 07:09:09,manager_22,Q8,on urban street,station_118,22.500075199355678,20.13087014484404,1.999
237,1,2022-01-06 07:09:09,manager_22,Q8,on urban street,station_119,22.483139800094527,20.08878237278907,1.949
238,1,2022-01-06 07:09:09,manager_22,Q8,on urban street,station_120,22.48584734721061,20.2397590085983,1.949
239,1,2022-01-06 07:09:10,manager_22,Q8,on urban street,station_121,22.488995557004372,20.140903440475427,1.999
240,1,2022-01-06 07:09:12,manager_22,Q8,on urban street,station_122,22.473125880165085,20.244904802464134,1.949
241,1,2022-01-06 07:22:09,manager_50,Agip Eni,on urban street,station_15,22.49547479460076,20.19585517956739,1.979
242,0,2022-01-06 07:22:09,manager_50,Agip Eni,on urban street,station_15,22.49547479460076,20.19585517956739,2.179
243,1,2022-01-06 07:22:49,manager_54,Europam,on urban street,station_123,22.510396225494496,20.251038485913796,1.917
244,1,2022-01-06 07:28:02,manager_52,Agip Eni,on urban street,station_92,22.443521330949523,20.17231484047545,2.214
